Titre,Est_Predateur,oa_works,oa_cited,oa_found,cr_has_doi,Publisher,Impact_Ratio
Pakistan Journal of Ophthalmology,0,755,909,1,1,"College of Ophthalmology & Allied Vision Sciences, Mayo Hospital Lahore",1.2023809523809523
Clinical Transplantation and Research,0,88,63,1,1,The Korean Society for Transplantation,0.7078651685393258
International Postgraduate Network,1,0,0,0,1,Open Library of the Humanities,0.0
"International Journal of Linguistics, Social and Natural Sciences",1,0,0,0,1,CBU Research Institute,0.0
İdrak Dini Araştırmalar Dergisi,0,26,3,1,1,Marife Dini Arastirmalar Dergisi,0.1111111111111111
Genus,0,260,3876,1,1,Springer Science and Business Media LLC,14.850574712643677
One Health,0,1363,20490,1,1,Elsevier BV,15.02199413489736
Journal of Information Systems and Informatics,0,653,1452,1,1,Springer International Publishing,2.220183486238532
Dios y el Hombre,0,122,25,1,1,Universidad Nacional de La Plata,0.2032520325203252
International Journal of Pharmacy and Technology,1,19,293,1,1,International Journal of Pharmacy and Technology,14.65
Philippine Journal of Ophthalmology,0,0,0,1,1,University of Hawaii Press,0.0
Korean Journal of Medical Education,0,1212,9444,1,1,Yonsei University College of Medicine,7.78565539983512
Journal of Wildlife and Parks,0,90,100,1,1,Department of Wildlife and National Parks Peninsular Malaysia,1.098901098901099
Cuadernos de Investigación Filológica,0,643,522,1,1,Universidad de la Rioja,0.8105590062111802
Онкогематология,0,423,4,1,0,Unknown,0.009433962264150943
Excellent Publishers,1,0,0,0,1,STIE AUB Surakarta,0.0
Global Science Publishing Group,1,0,0,0,1,Science Publishing Group,0.0
علوم اجتماعی دانشگاه فردوسی مشهد,0,253,34,1,1,Omdurman Islamic University,0.13385826771653545
Лëд и снег,0,0,0,0,0,Unknown,0.0
International Journal of Innovative Research and Studies,1,2330,1664,1,1,International Journal of Innovative Research and Scientific Studies,0.7138567138567139
Italian Journal of Science & Engineering,1,241,567,1,1,International Information and Engineering Technology Association,2.34297520661157
ACS Omega,0,31299,472516,1,1,American Chemical Society (ACS),15.096357827476039
The Open Arts Journal,0,0,0,0,1,The Open University,0.0
Humanitas: Indonesian Psychological Journal,0,209,1582,1,1,Universitas Ahmad Dahlan,7.533333333333333
Journal of Contemporary Medical Sciences,0,609,1200,1,1,Naba'a Al-Hayat Foundation for Medical Sciences and Health Care,1.9672131147540983
Hadith,0,219,475,1,1,Routledge,2.159090909090909
"International Journal of Literature, Linguistics and Translation Studies",0,61,25,1,1,Women University Mardan,0.4032258064516129
IET Networks,0,569,6434,1,1,Institution of Engineering and Technology (IET),11.287719298245614
Indonesian Journal of Counter Terrorism and National Security,0,45,24,1,1,Universitas Negeri Semarang,0.5217391304347826
Egyptian Journal of Health Care,0,3304,3622,1,1,Egypts Presidential Specialized Council for Education and Scientific Research,1.0959152798789713
Journal of Internet Banking and Commerce,1,878,9815,1,1,Deutscher Universitätsverlag,11.166097838452787
Cifra: Право,0,0,0,0,1,Cifra Ltd - Russian Agency for Digital Standardization (RADS),0.0
Elite Research Journals,1,0,0,0,1,OLDENBOURG WISSENSCHAFTSVERLAG,0.0
Pulsus Group,1,0,0,0,1,Springer Berlin Heidelberg,0.0
Interdisciplinary Journal of Research in Business,1,0,0,0,1,"Iterative International Publishers, Selfypage Developers Pvt Ltd",0.0
International Technical Sciences Journal,1,15,3,1,1,Uniwersytet Warminsko-Mazurski,0.1875
New Century Science Press,1,17,1,1,1,Routledge,0.05555555555555555
Archives of Agronomy and Soil Science,0,3775,46475,1,1,Informa UK Limited,12.307997881355933
Magis: Revista Internacional de Investigación en Educación,0,381,2064,1,1,Editorial Pontificia Universidad Javeriana,5.403141361256544
The Journal of the Sylvia Townsend Warner Society,0,270,93,1,1,UCL Press,0.34317343173431736
Monaldi Archives for Chest Disease,0,1793,12003,1,1,PAGEPress Publications,6.690635451505017
Journal of Investigational Biochemistry,1,96,347,1,1,ScopeMed,3.577319587628866
Sport i Turystyka,0,416,1985,1,1,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Dlugosza w Czestochowie,4.7601918465227815
The International Journal of Science & Technoledge,1,454,260,1,1,International Journal of Innovative Research & Development (GlobeEdu),0.5714285714285714
Geoconservation Research,0,0,0,0,1,Springer Nature Switzerland,0.0
Nadwa,0,194,1933,1,1,UIN Walisongo Semarang,9.912820512820513
Advances in Difference Equations,0,4887,74874,1,1,Springer Science and Business Media LLC,15.317921440261866
Régiókutatás Szemle,0,158,112,1,1,University of Debrecen/ Debreceni Egyetem,0.7044025157232704
Scholars Scitech Research,1,0,0,0,1,Medknow,0.0
Jurnal Nusantara Medika,0,123,58,1,1,Sekolah Tinggi Ilmu Kesehatan Kesdam IV / Diponegoro Semarang,0.46774193548387094
Advanced Science and Engineering Technology Institute,1,0,0,0,1,CRC Press,0.0
InternationalJournals.co.in,1,0,0,0,1,Cografi Bilimler Dergisi,0.0
Tourism and Heritage Journal,0,318,550,1,1,Channel View Publications,1.7241379310344827
Journal of Applied Botany and Food Quality,0,16,238,1,1,InTech,14.0
Espaço Pedagógico,0,660,2698,1,1,UPF Editora,4.081694402420575
Tintas : Quaderni di Letterature Iberiche e Iberoamericane,0,106,4,1,1,Milano University Press,0.037383177570093455
Reinwardtia,0,239,1452,1,1,National Research and Innovation Agency,6.05
Arhiv za Higijenu Rada i Toksikologiju,0,0,0,0,1,Centre for Evaluation in Education and Science (CEON/CEES),0.0
PBS Journals,1,0,0,0,1,Oxford University Press,0.0
Anais da Academia Brasileira de Ciências,0,5959,71042,1,1,FapUNIFESP (SciELO),11.91979865771812
Selcuk Dental Journal,0,825,610,1,1,Selcuk Dental Journal,0.738498789346247
International Journal of Technical Research and Innovation,1,0,0,0,1,Springer New York,0.0
Journal of Business Management and Accounting,0,264,429,1,1,Macmillan Education UK,1.618867924528302
Modern Behavioral Science,1,0,0,0,1,Wiley,0.0
الدراية,0,0,0,0,1,Egypts Presidential Specialized Council for Education and Scientific Research,0.0
Wyno Academic Journals,1,0,0,0,1,NWSA Academic Journals,0.0
British Biomedical Bulletin,1,56,226,1,1,Scitechnol Biosoft Pvt. Ltd.,3.9649122807017543
Comunicación y Género,0,140,183,1,1,Universidad Complutense de Madrid (UCM),1.297872340425532
International Journal of Pharmacy & Industrial Research,1,0,0,0,1,Pan Health Care Research Society,0.0
Information Engineering Research Institute,1,478,3609,1,1,Institute of information technology,7.534446764091858
Veterinary Evidence,0,411,863,1,1,RCVS Knowledge,2.0946601941747574
ElmCore Journals,1,0,0,0,1,Oxford University Press,0.0
Philosophy and the Mind Sciences,0,144,1137,1,1,Universitatsbibliothek der Ruhr-Universitat Bochum,7.841379310344828
Journal of IMAB,1,1600,3666,1,1,Peytchinski Publishing Ltd.,2.2898188632104937
Majalah Kardiologi Indonesia,0,0,0,0,1,Universitas Gadjah Mada,0.0
"IET Generation, Transmission & Distribution",0,5913,138219,1,1,Institution of Engineering and Technology (IET),23.371491376394996
The 5th Publisher,1,0,0,0,1,Yixin Publisher,0.0
Global Business Research Journals,1,0,0,0,1,Sadguru Journals,0.0
Humanus: Jurnal Ilmiah Ilmu-ilmu Humaniora,0,0,0,0,1,Lembaga Penelitian dan Pengabdian masyarakat Universitas Jambi,0.0
Environmental DNA,0,870,15601,1,1,Wiley,17.91159586681975
Annals of Representation Theory,0,32,19,1,1,Cellule MathDoc/Centre Mersenne,0.5757575757575758
International Journal of Medicobiologial Research,1,0,0,0,1,Elsevier BV,0.0
Aula de Encuentro,0,211,462,1,1,Universidad de Jaen,2.1792452830188678
FEMS Microbiology Reviews,0,2446,329932,1,1,Wiley,134.8312219043727
Rheumato,0,69,117,1,1,MDPI AG,1.6714285714285715
Coltharp Institute,1,0,0,0,1,J-Institute,0.0
Filozofia i Nauka,0,169,77,1,1,"Institute of Philosophy and Sociology, Polish Academy of Sciences",0.45294117647058824
International Journal of Pharmaceutical and Phytopharmacological Research,1,238,552,1,1,Polaris,2.309623430962343
Revista da Fundarte,0,535,114,1,1,Fundacao Municipal de Artes de Montenegro (FUNDARTE),0.2126865671641791
Revista de Odontologia da UNESP,0,1279,3293,1,1,FapUNIFESP (SciELO),2.57265625
Journal of Water and Environmental Nanotechnology,0,2,0,1,1,Wiley,0.0
STEMedicine,0,80,503,1,1,Innovation Publishing House Pte. Ltd.,6.209876543209877
Integrated Academic Journals,1,0,0,0,1,NWSA Academic Journals,0.0
AULA Revista de Humanidades y Ciencias Sociales,0,210,101,1,1,National University Pedro Henriquez Urena,0.4786729857819905
David Publishing,1,1,26,1,1,Yale University Press,13.0
Gaoyuan qixiang,0,2830,6121,1,0,Unknown,2.1621335217237725
Revista Gestão & Sustentabilidade,0,1289,1667,1,1,Universidade Federal da Fronteira Sul,1.292248062015504
"Journal of Accounting, Ethics & Public Policy",1,90,241,1,1,Wyższa Szkoła Ekonomii i Informatyki w Krakowie,2.6483516483516483
Tropical Plant Research,1,471,2660,1,1,AkiNik Publications,5.635593220338983
Health Economics and Management Review,0,215,975,1,1,Academic Research and Publishing U.G.,4.513888888888889
Íconos,0,1253,5693,1,1,"Facultad Latinoamericana de Ciencias Sociales, Ecuador (FLACSO)",4.539872408293461
"Здоров’я, спорт, реабілітація",0,0,0,0,1,Publishing House Helvetica (Publications),0.0
Analecta,0,3446,5760,1,1,Presses de l’Ifpo,1.671018276762402
المجلة العربية لعلم الاجتماع,0,166,6,1,1,Egyptian Knowledge Bank,0.03592814371257485
"Geochemistry, Geophysics, Geosystems",0,6491,308116,1,1,American Geophysical Union (AGU),47.46087492298213
Open Research and Science Library,1,0,0,0,1,Hansen Science Publishing Company Inc,0.0
International Journal for Research in Engineering Application & Management,1,326,147,1,1,Gabler,0.44954128440366975
Global Journal of Management Science and Technology,1,0,0,0,1,Springer International Publishing,0.0
Japanese Dental Science Review,0,413,11724,1,1,Elsevier BV,28.318840579710145
International Journal of Computer Science Issues,1,190,1545,1,1,"SoftwareFirst, Ltd.",8.089005235602095
Asian Research Consortium,1,371,574,1,1,Asian Academy of Business and Social Science Research,1.543010752688172
Zbornik Znanstvenih Razprav,0,79,27,1,1,University of Ljubljana,0.3375
Living Reviews in Solar Physics,0,99,22592,1,1,Springer Science and Business Media LLC,225.92
Hungarian Journal of Industry and Chemistry,0,599,1516,1,1,University of Pannonia,2.526666666666667
International Journal of Advanced Research in Education & Technology,1,60,11,1,1,Ess & Ess Research Publications,0.18032786885245902
Balkan Medical Journal,0,1801,12237,1,1,AVES Publishing Co.,6.790788013318535
Journal of Trace Elements and Minerals,0,259,1371,1,1,Nobel Tip Kitabevleri,5.273076923076923
Pedagogika. Studia i Rozprawy,0,109,18,1,1,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Dlugosza w Czestochowie,0.16363636363636364
Journal of Accounting and Finance in Emerging Economies,0,462,1187,1,1,Emerald Group Publishing Limited,2.5637149028077753
Las Torres de Lucca,0,200,144,1,1,Universidad Complutense de Madrid (UCM),0.7164179104477612
Jurnal KATA: Penelitian tentang Ilmu Bahasa dan Sastra,0,0,0,0,1,Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Lampung,0.0
Fronteiras,0,544,1888,1,1,Universidade Federal de Grande Dourados,3.4642201834862387
Közigazgatási és Infokommunikációs Jogi PhD Tanulmányok,0,42,20,1,1,Kozigazgatasi es Infokommunikacios Jogi PhD Tanulmanyok,0.46511627906976744
Isegoría,0,1304,3065,1,1,Editorial CSIC,2.3486590038314175
Scientific Journals,1,29933,46893,1,1,Routledge,1.566546402084586
JAI (Jurnal Anestesiologi Indonesia),0,338,197,1,1,Institute of Research and Community Services Diponegoro University (LPPM UNDIP),0.5811209439528023
Regap,0,665,39,1,0,Unknown,0.05855855855855856
"International Journal of English Language, Literature and Translation Studies",1,3,21,1,1,KY Publications,5.25
"Journal of Management and Business Administration, Central Europe",0,134,1076,1,1,Kozminski University,7.970370370370371
International Journal of Technology Enhancements and Emerging Engineering Research,1,325,813,1,1,SPIE,2.4938650306748467
Eurasian Publications,1,0,0,0,1,University of California Press,0.0
Системный анализ и прикладная информатика,0,0,0,0,1,Voronezh State Technical University,0.0
Ab Intus,0,10,0,1,1,Universidad Nacional de Rio Cuarto,0.0
"Zero: Jurnal Sains, Matematika, dan Terapan",0,134,78,1,1,UIN Sumatera Utara Medan,0.5777777777777777
Elixir Online  Journal,1,0,0,0,1,Harvard University Press,0.0
Bionano Frontier,1,0,0,0,1,Wiley,0.0
Valley International Journals,1,0,0,0,1,Radio Cosmology Research Laboratory Universiti Malaya,0.0
Advanced Powder Materials,0,223,8833,1,1,Elsevier BV,39.433035714285715
Biophysics Reports,0,2321,24782,1,1,Biophysical Society of China,10.67269595176572
Aging Medicine,0,460,3964,1,1,Wiley,8.598698481561822
Xi'an Gongcheng Daxue xuebao,0,0,0,0,1,Science Research Society,0.0
Historia: Jurnal Pendidikan Sejarah FKIP UM Metro,0,0,0,0,1,Muhammadiyah Metro University,0.0
Comhumanitas,0,171,219,1,1,Universidad de Los Hemisferios,1.2732558139534884
Research and Practice in Thrombosis and Haemostasis,0,3749,18477,1,1,Elsevier BV,4.9272
Indonesian Contemporary Nursing Journal,0,84,111,1,1,"Hasanuddin University, Faculty of Law",1.3058823529411765
Annals of Thoracic and Cardiovascular Surgery,0,1315,12308,1,1,Editorial Committee of Annals of Thoracic and Cardiovascular Surgery,9.35258358662614
JKS (Jurnal Kedokteran Syiah Kuala),0,0,0,0,1,LPPM Unsyiah,0.0
Contree,0,841,2510,1,1,AOSIS,2.980997624703088
"Vìsnik Dnìpropetrovsʹkogo Unìversitetu: Serìâ Bìologìâ, Ekologìâ",0,12,71,1,1,National University of Life and Environmental Sciences of Ukraine,5.461538461538462
Revista de Estudios e Investigación en Psicología y Educación,0,1311,1987,1,1,Universidade da Coruna,1.514481707317073
Signpost e Journals,1,0,0,0,1,Oxford University Press,0.0
deSignis,0,424,325,1,1,Latin American Semiotics Association deSigniS,0.7647058823529411
Darsgah-e-Ahlebait,1,0,0,0,0,Unknown,0.0
International Journal of Innovative Technologies,1,493,610,1,1,International University of Innovation Technologies,1.2348178137651822
1088 Email Press,1,0,0,0,1,Bloomsbury Academic,0.0
Global Researchers Journals,1,0,0,0,1,Sadguru Journals,0.0
Journal of Research in Biology,1,760,1551,1,1,SAGE Publications,2.038107752956636
Engineering Journals/Engg Journals Publications,1,0,0,0,1,Oxford University Press,0.0
Cahiers de Psychologie Politique,0,157,96,1,1,CAIRN.INFO,0.6075949367088608
Researchjournali,1,0,0,0,0,Unknown,0.0
Journal of Science and Research,0,26888,19450,1,1,Science Publishing Group,0.7233441184127338
TSPublications [Link dead as of 2013-08-23],1,0,0,0,1,US DOE,0.0
European Journal of Neurology,0,10514,285603,1,1,S. Karger AG,27.161483594864478
GigaScience,0,1474,110854,1,1,Oxford University Press (OUP),75.15525423728813
International Journal of Fauna and Biological Studies,1,1020,1858,1,1,AkiNik Publications,1.8197845249755142
International Journal of Built Environment and Sustainability,0,330,2117,1,1,Routledge India,6.395770392749244
International Journal of Computer Applications in Engineering Sciences,1,0,0,0,1,International Journal of Computer Engineering and Applications,0.0
Ijtimā'iyya,0,0,0,0,1,UIN Prof. K.H. Saifuddin Zuhri,0.0
Kajian Linguistik dan Sastra,0,187,573,1,1,Universitas Muhammadiyah Surakarta,3.047872340425532
Addiction Neuroscience,0,226,1072,1,1,Elsevier BV,4.722466960352423
Australasian Centre for Research and Development,1,0,0,0,1,OECD,0.0
International Journal of Advanced Research in Computer Science and Software Engineering,1,901,3316,1,1,Advance Academic Publisher,3.6762749445676275
International Journal of Research & Development Organisation,1,0,0,0,1,Routledge,0.0
Case Reports in Women's Health,0,0,0,0,1,OMICS Publishing Group,0.0
Jurnal Akuntansi Bisnis,0,151,570,1,1,Universitas Bunda Mulia,3.75
"Społeczeństwo, Edukacja, Język",0,114,26,1,1,Wydawnictwo Uniwersytetu Łódzkiego,0.22608695652173913
International Journal of Network Service and Technologies,1,0,0,0,1,IGI Global,0.0
Current Research in Immunology,0,84,1282,1,1,Elsevier BV,15.08235294117647
International Online Medical Council,1,0,0,0,1,"Remedium, Ltd.",0.0
Medicus,0,685,1205,1,1,European University of Tirana,1.7565597667638484
Physiologia,0,18446,663504,1,1,MDPI AG,35.96812489835746
Didactic Journals,1,0,0,0,1,La Tansa Mashiro,0.0
Tábano,0,86,29,1,1,Fundacion Universidad Catolica Argentina,0.3333333333333333
International Journal of Application or Innovation in Engineering & Management,1,0,0,0,1,Gabler,0.0
Turkish Journal of Diaspora Studies,0,63,32,1,1,Migration Research Foundation,0.5
DAMA International,1,0,0,0,1,Iberoamericana Vervuert,0.0
Bìblìotečnij vìsnik,0,0,0,0,1,National University of Pharmacy,0.0
Global Journal of Medical and Health Sciences,1,0,0,0,1,OMICS Publishing Group,0.0
Prion,0,930,16657,1,1,Informa UK Limited,17.891514500537056
Acta Universitatis Carolinae: Philologica,0,0,0,0,1,Universitatea Sapientia din municipiul Cluj-Napoca,0.0
Thomson & Ryberg Publications,1,0,0,0,1,Edinburgh University Press,0.0
Progress in Physics,1,2657,442016,1,1,Oxford University Press (OUP),166.29646350639578
Journal of Economics and Engineering,1,37,23,1,1,Kaunas University of Technology (KTU),0.6052631578947368
Journal of Education and Social Science,1,868,429,1,1,Routledge India,0.4936708860759494
American Journal of Advanced Agricultural Research,1,0,0,0,1,Springer Netherlands,0.0
Research |,1,0,0,0,1,"Synatom Research, LLC",0.0
"Journal of Communications Technology, Electronics and Computer Science",1,82,260,1,1,"Journal of Communications Technology, Electronics and Computer Science (JCTECS)",3.1325301204819276
International Journal of Computer Science and Software Engineering,1,901,3316,1,1,PT Azki Inovasi Nusantara,3.6762749445676275
European International Journal of Science and Technology,1,0,0,0,1,Edward Elgar Publishing,0.0
Herald Scholarly Open Access,1,228,717,1,1,Elsevier,3.131004366812227
المجلة العلمية للبحوث التجارية - جامعة المنوفية,0,790,52,1,1,Egypts Presidential Specialized Council for Education and Scientific Research,0.06573957016434892
RP3. Revista de Pesquisa em Políticas Públicas,0,145,88,1,1,Revista de Pesquisa em Políticas Publicas,0.6027397260273972
International Journal of Law Research,1,36,53,1,1,Canadian Center of Science and Education,1.4324324324324325
Dígitos,0,171,935,1,1,Universitat de Valencia,5.436046511627907
Journal of Theoretical and Applied Vibration and Acoustics,0,0,0,0,1,Elsevier,0.0
Journal of Advanced Lung Health,0,180,89,1,1,Medknow,0.49171270718232046
APL Materials,0,2889,84239,1,1,AIP Publishing,29.148442906574395
History Studies,0,3518,85297,1,1,History Studies,24.238988348962774
Journal of Islamic Education Management,0,78,515,1,1,Medan Resource Center,6.518987341772152
Australian Society for Commerce Industry & Engineering,1,0,0,0,1,Springer Nature Singapore,0.0
The Pinnacle,0,64,12,1,1,WORLD SCIENTIFIC,0.18461538461538463
"International Journal of Latest Technology in Engineering, Management & Applied Science",1,1416,291,1,1,RSIS International,0.205363443895554
Imagining SoTL,0,56,90,1,1,University of Alberta Libraries,1.5789473684210527
2425 Publishers,1,0,0,0,1,Edinburgh University Press,0.0
International Journal of Information and Communication Technology Research,1,2,0,1,1,CMV Verlag,0.0
Human-Wildlife Interactions,0,83,338,1,1,Cambridge University Press,4.023809523809524
Investigaciones Históricas,0,923,548,1,1,Universidad de Valladolid,0.5930735930735931
Panacea Research Library,1,0,0,0,1,Universidad Nacional San Luis Gonzaga de Ica,0.0
Studia Universitatis Moldaviae: Stiinte reale si ale naturii,0,0,0,0,1,Moldova State University,0.0
Engineering Research Journal,1,2932,66809,1,1,Wiley,22.77838390726219
Journal of Nursing Practice,0,2714,53677,1,1,Mark Allen Group,19.770534069981583
Fenmo yejin jishu,0,0,0,0,1,Gabler Verlag,0.0
Global Cardiology Science & Practice,0,646,6897,1,1,Global Cardiology Science and Practice,10.659969088098919
Contratexto,0,579,799,1,1,Universidad de Lima,1.3775862068965516
Quaderni di Linguistica e Studi Orientali,0,47,11,1,1,Firenze University Press,0.22916666666666666
nternational Journal of Research in Engineering and Science,1,0,0,0,1,AkiNik Publications,0.0
Al-Misbah: Jurnal Islamic Studies,0,157,230,1,1,Universitas Ahmad Dahlan,1.4556962025316456
International Journal of Mathematical Sciences & Applications,1,0,0,0,1,CRC Press,0.0
International Journal of Research Culture Society,1,5,0,1,1,PubPub,0.0
International Journal of Reviews in Computing,1,0,0,0,1,Springer Science and Business Media LLC,0.0
Al-Mustansiriyah Journal of Science,0,742,1767,1,1,Al-Mustansiriyah Journal of Science,2.3781965006729475
Quaternary,0,9596,543025,1,1,MDPI AG,56.582786287381474
"International Journal of History, Arts and Culture",1,0,0,0,1,National Documentation Centre (EKT),0.0
Platform Modernisering Strafvordering,0,88,19,1,1,Koninklijke Boom uitgevers,0.21348314606741572
International Journal of Research in Agriculture and Forestry,1,20,51,1,1,Vinnytsia National Agrarian University,2.4285714285714284
International Journal of Qualitative Research,0,127,245,1,1,SAGE Publications,1.9140625
Turkish Journal of Scientific Research,1,0,0,0,1,Turkish Folklore Research Society,0.0
International Journal of Engineering and Computer Science,1,1806,4310,1,1,CRC Press,2.385168788046486
IndianResearchJournals.Com,1,0,0,0,1,Walter de Gruyter GmbH,0.0
Acta Theologica,0,1316,2755,1,1,University of the Free State,2.091875474563402
Journal Network,1,4208,156580,1,1,MDPI AG,37.20123544784985
Machine Learning: Science and Technology,0,1149,11451,1,1,IOP Publishing,9.957391304347826
Archives of Aesthetic Plastic Surgery,0,729,984,1,1,Korean Society for Aesthetic Plastic Surgery,1.347945205479452
Anatolian Journal of Health Research,0,144,116,1,1,Anatolian Journal of Health Research,0.8
"Ear, Nose & Throat Journal",0,8659,57789,1,1,SAGE Publications,6.673094688221709
Textes & Contextes,0,247,28,1,1,Université Bourgogne Europe,0.11290322580645161
Journal of Studies in Social Sciences and Humanities,1,1094,182,1,1,Honam Institute of Humanities and Social Sciences,0.16621004566210046
Universal Publishing & Research Organization,1,0,0,0,1,Maximum Academic Press,0.0
Cell Reports Physical Science,0,2260,43064,1,1,Elsevier BV,19.046439628482972
"International Scientific Research Organization for Science, Engineering and Technology",1,0,0,0,1,Technoscience Academy,0.0
International Journal of Human Resource and Procurement,1,0,0,0,1,Informa UK Limited,0.0
Non Olympic Times,1,0,0,0,1,Routledge,0.0
International Research Journal of Management Sciences,1,1413,6565,1,1,Oxford University Press,4.642857142857143
International Research Publication House,1,0,0,0,1,Green Publication,0.0
Север и рынок: формирование экономического порядка,0,287,942,1,1,Kola Science Centre,3.2708333333333335
Persian Journal of Acarology,0,1,0,1,1,Routledge,0.0
International Journal of Science Environment and Technology,1,140,329,1,1,"International Journal of Science, Architecture, Technology and Environment",2.3333333333333335
Revue Française de Photogrammétrie et de Télédétection,0,282,664,1,1,Societe Francaise de Photogrammetrie,2.3462897526501765
International Journal of Modern Engineering Research,1,805,1209,1,1,Art and Design Press,1.5
"Animal Welfare, Etológia és Tartástechnológia",0,167,62,1,1,Hungarian University of Agriculture and Life Sciences,0.36904761904761907
Apuntes de Bioética,0,0,0,0,1,Universidad Catolica Santo Toribio de Mogrovejo,0.0
Revista de Psicologia,0,737,3074,1,1,Universidade Federal do Ceará (UFC),4.1653116531165315
Journal for Research,1,2870,131196,1,1,"Synatom Research, LLC",45.696969696969695
CleanMat,0,33,56,1,1,Wiley,1.6470588235294117
Cyber Journals,1,0,0,0,1,Oxford University Press,0.0
Annals of Dunarea de Jos University. Fascicle I : Economics and Applied Informatics,0,528,587,1,1,Universitatea Dunarea de Jos din Galati,1.109640831758034
Journal of Financial Education,1,369,5914,1,1,De Gruyter,15.983783783783784
Annals of Neurosciences,0,1215,13195,1,1,SAGE Publications,10.851151315789474
International Journal of Science Engineering and Advance Technology,1,0,0,0,1,Universitas PGRI Semarang,0.0
Demografie,0,85,67,1,1,Czech Statistical Office,0.7790697674418605
Global Journal of Medicine and Public Health,1,0,0,0,1,Informa UK Limited,0.0
Faṣlnāmah-i Pizhūhish-i Huqūq-i Khuṣūṣī,0,0,0,0,0,Unknown,0.0
International Journal of Emerging Trends in Research,1,1794,6400,1,1,INFINITY PUBLICATION,3.565459610027855
International Journal of Wisdom Based Computing,1,0,0,0,1,Cambridge University Press,0.0
Lighthouse Journal Publication,1,0,0,0,1,Bloomsbury Publishing (UK),0.0
International Journal of Computer Science and Information Technologies,1,0,0,0,1,Institute of Advanced Engineering and Science,0.0
Advances in Cognitive Psychology,0,476,8153,1,1,University of Economics and Human Sciences in Warsaw,17.09224318658281
JAACAP Open,0,200,470,1,1,Elsevier BV,2.3383084577114426
Journal of Global Business Management,1,702,7254,1,1,Routledge,10.318634423897581
Fushe yanjiu yu fushe gongyi xuebao,0,0,0,0,1,Walter de Gruyter GmbH,0.0
Food and Energy Security,0,764,19139,1,1,Wiley,25.01830065359477
Environmental Energy and Economic Research,0,1,0,1,1,IOP Publishing,0.0
Medical Sciences Forum,0,25,560,1,1,Elsevier,21.53846153846154
علوم و فنون نظامی,0,316,0,1,1,SciTech Solutions,0.0
Translatio,0,93,116,1,1,CNRS Éditions,1.2340425531914894
Elixir International Journal,1,0,0,0,1,Harvard University Press,0.0
Asian Pacific Journal of Pharmacy and Phytochemistry,1,0,0,0,1,Lynne Rienner Publishers,0.0
PLoS Biology,0,8269,767227,1,1,Public Library of Science (PLoS),92.77230955259976
International Journal of Research in Management & Business Studies,1,29,142,1,1,Universitas Merdeka Malang,4.733333333333333
Etnográfica: Revista do Centro em Rede de Investigação em Antropologia,0,1270,3547,1,1,Universidade Federal de Pelotas,2.7907159716758456
Revista de Investigación de Física,0,361,166,1,1,"Universidad Nacional Mayor de San Marcos, Vicerectorado de Investigacion",0.4585635359116022
Shiraz E-Medical Journal,1,1220,4898,1,1,Brieflands,4.011466011466012
Glasnik Etnografskog Instituta SANU,0,0,0,0,1,National Library of Serbia,0.0
Verizona Publisher,1,0,0,0,1,Yixin Publisher,0.0
"Journal of Research in Obstetrics, Gynaecology and Infertility",1,0,0,0,1,Wiley,0.0
Global Openaccess,1,0,0,0,1,Cambridge University Press,0.0
Felsefe Arkivi,0,145,76,1,1,Istanbul University,0.5205479452054794
Deccan Pharma Journals,1,0,0,0,1,Cambridge University Press,0.0
International Journal of Advances in Engineering & Technology,1,60,128,1,1,Madison Academic Press,2.098360655737705
Sci-Afric Publishers,1,0,0,0,1,Edinburgh University Press,0.0
پژوهشهای نسخه شناسی و تصحیح متون,0,0,0,0,0,Unknown,0.0
Tidsskrift for Omsorgsforskning,0,364,1087,1,1,Scandinavian University Press,2.978082191780822
Journal of Internet Services and Information Security,0,263,883,1,1,SASA Publications,3.3446969696969697
Quazzy Journals,1,0,0,0,1,Oxford University Press,0.0
Revue Territoires Environnement et Développement,0,0,0,0,1,Presses de l'Université du Québec,0.0
International Journal of Innovative Research and Creative Technology,1,96,157,1,1,Advanced Research Publication and Journals,1.6185567010309279
Revista de Medicina y Cine / Journal of Medicine and Movies,0,0,0,0,1,Ediciones Universidad de Salamanca,0.0
Research India Publications,1,0,0,0,1,Medknow,0.0
Kogaion Publishing Center,1,0,0,0,1,Wiley,0.0
Measurement Science Review,0,675,7000,1,1,Walter de Gruyter GmbH,10.355029585798816
Khazanah: Jurnal Studi Islam dan Humaniora,0,158,830,1,1,IAIN Antasari,5.220125786163522
Glioma,0,163,728,1,1,Medknow,4.439024390243903
تحقیقات تولیدات دامی,0,4,0,1,1,eJournalPlus,0.0
Veterinary Research Notes,0,63,46,1,1,ScopeMed,0.71875
Gadjah Mada International Journal of Business,0,429,4841,1,1,Universitas Gadjah Mada,11.258139534883721
"Simetris: Jurnal Teknik Mesin, Elektro dan Ilmu Komputer",0,628,3841,1,1,Universitas Muria Kudus,6.106518282988871
Environmental Research: Climate,0,271,2048,1,1,IOP Publishing,7.529411764705882
Quest Journals,1,0,0,0,1,Informa UK Limited,0.0
Asian Journal of Business and Management Sciences,1,0,0,0,1,Springer Science and Business Media LLC,0.0
